"100.N.60min.1.bam" "100.N.60min.2.bam" "100.N.60min.3.bam" "500.N.10min.1.bam" "500.N.10min.2.bam" "500.N.10min.3.bam" "500.N.20min.1.bam" "500.N.20min.2.bam" "500.N.20min.3.bam" "500.N.60min.1.bam" "500.N.60min.2.bam" "500.N.60min.3.bam"
"STM14_0391" 12 17 17 4 0 0 7 4 7 40 72 89
"STM14_0392" 54 34 65 3 1 0 6 4 3 52 86 109
"STM14_0393" 63 68 102 12 4 2 8 7 6 75 110 177
"STM14_0394" 113 127 140 20 1 10 13 7 16 139 211 243
"STM14_0395" 3 3 5 1 0 0 0 2 3 9 27 40
"STM14_0396" 17 31 30 1 1 0 1 0 1 26 32 52
"STM14_0397" 4 2 3 1 0 0 0 0 1 7 11 8
"STM14_0398" 165 149 178 60 11 22 44 33 61 270 291 351
"STM14_0399" 90 93 132 22 3 8 31 17 35 210 292 318
"STM14_0400" 291 333 397 41 7 22 50 25 59 403 561 706
"STM14_0401" 385 486 469 113 31 83 100 64 134 575 649 728
"STM14_0402" 130 142 122 38 3 18 24 15 30 174 217 237
"STM14_0403" 19 23 36 2 0 6 5 6 5 60 67 73
"STM14_0404" 944 944 1194 2 2 4 18 8 37 992 874 1192
"STM14_0405" 170 151 205 9 2 2 16 1 11 279 237 269
"STM14_0406" 84 73 105 3 0 1 4 2 3 87 109 131
"STM14_0407" 231 287 311 11 0 7 19 4 18 351 298 391
"STM14_0408" 50 33 44 4 1 2 1 1 4 64 162 137
"STM14_0409" 52 56 72 9 2 3 4 1 8 51 88 115
"STM14_0410" 3 5 5 0 0 1 2 0 0 5 10 9
"STM14_0411" 0 3 1 0 0 0 0 0 0 0 2 0
"STM14_0412" 40 45 60 7 1 5 7 4 10 50 53 61
"STM14_0413" 61 80 89 3 3 6 6 4 8 73 67 51
"STM14_0414" 32 41 40 4 0 3 2 4 1 30 42 33
"STM14_0415" 12 9 16 1 0 0 0 0 1 7 4 12
"STM14_0416" 262 198 310 17 3 21 31 37 31 295 369 391
"STM14_0417" 1443 1494 1821 457 80 243 276 197 364 838 763 932
"STM14_0418" 2402 2531 2983 812 179 460 601 314 613 1059 989 1324
"STM14_0419" 1 0 1 0 1 0 2 0 0 5 2 4
"STM14_0420" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_0421" 388 558 627 5 1 6 10 3 9 301 204 381
"STM14_0422" 2013 2594 2761 34 3 32 27 14 43 1055 884 1528
"STM14_0423" 671 811 854 15 1 10 17 9 20 343 291 423
"STM14_0424" 107 119 131 14 1 5 6 6 4 58 50 91
"STM14_0425" 248 239 317 28 8 24 12 5 25 217 215 248
"STM14_0426" 88 113 137 18 5 15 16 14 17 128 168 243
"STM14_0427" 90 118 110 25 1 16 23 5 39 109 171 198
"STM14_0428" 480 735 728 17 4 10 14 8 17 493 459 735
"STM14_0429" 372 522 441 45 22 95 217 66 242 981 1256 2570
"STM14_0430" 0 1 1 1 0 0 0 0 0 1 1 3
"STM14_0431" 15 30 29 2 2 8 3 3 5 36 24 41
"STM14_0432" 52 51 59 3 3 6 10 6 9 59 88 118
"STM14_0433" 61 47 63 11 1 7 2 4 12 63 71 93
"STM14_0434" 69 64 69 13 3 6 8 9 11 100 127 118
"STM14_0435" 3174 3032 3350 1039 201 715 663 550 700 3849 3610 3394
"STM14_0436" 0 0 0 0 0 0 0 0 0 0 0 1
"STM14_0437" 1 1 1 0 0 0 0 0 0 1 3 5
"STM14_0438" 481 433 565 79 10 49 56 52 99 706 913 1170
"STM14_0439" 27 30 37 5 2 7 6 6 9 88 130 180
"STM14_0440" 368 473 540 54 15 47 54 26 57 401 439 564
"STM14_0441" 10 5 9 2 0 3 3 0 0 14 15 12
"STM14_0442" 12 24 34 7 1 10 3 6 4 34 40 67
"STM14_0443" 252 250 299 102 20 52 60 49 75 313 373 444
"STM14_0444" 201 245 301 61 15 34 46 34 39 181 174 223
"STM14_0445" 146 194 221 24 8 7 30 14 54 136 164 308
"STM14_0446" 5 8 3 1 2 1 2 0 0 10 15 6
"STM14_0447" 211 249 326 72 16 63 55 30 72 211 185 263
"STM14_0448" 1892 1747 2167 453 118 400 356 207 502 1492 1587 1667
"STM14_0449" 247 284 359 12 2 14 20 12 43 246 269 357
"STM14_0450" 272 285 300 39 20 28 55 40 58 252 308 292
"STM14_0451" 54 65 80 9 2 8 16 14 24 61 74 148
"STM14_0452" 962 1210 1376 117 24 95 226 130 306 1021 1149 1813
"STM14_0453" 111 127 165 16 0 4 22 10 30 101 137 143
"STM14_0454" 553 612 809 33 5 17 23 16 42 464 496 652
"STM14_0455" 376 392 515 35 17 45 51 37 57 425 472 487
"STM14_0456" 2039 2033 2456 211 45 243 293 149 263 2444 2304 2345
"STM14_0457" 0 0 0 0 0 0 0 0 0 2 8 1
"STM14_0458" 183 187 235 30 7 25 40 26 46 255 259 268
"STM14_0459" 411 445 521 85 18 69 91 70 106 583 639 658
"STM14_0460" 1030 1261 1329 113 30 67 132 80 144 1026 873 1337
"STM14_0461" 1101 1311 1631 95 23 58 130 70 158 1087 1099 1612
"STM14_0462" 474 467 519 87 22 77 85 52 103 335 379 483
"STM14_0463" 1626 1551 1872 450 90 266 365 238 454 1730 1499 1475
"STM14_0464" 2 0 0 0 0 0 1 0 0 3 3 4
"STM14_0465" 231 230 309 37 7 40 33 26 38 271 290 314
"STM14_0466" 106 138 124 31 9 15 15 13 19 129 121 187
"STM14_0467" 623 667 677 184 42 110 127 98 131 558 482 441
"STM14_0468" 309 337 401 111 18 63 77 50 61 342 349 319
"STM14_0469" 25 17 34 3 0 1 1 2 4 31 41 35
"STM14_0470" 646 683 752 110 16 68 115 86 113 712 841 646
"STM14_0471" 433 420 408 62 11 40 49 41 74 462 535 436
"STM14_0472" 52 37 60 17 3 10 15 4 13 98 93 106
"STM14_0473" 1817 1736 2097 488 86 272 300 221 434 2198 2234 2086
"STM14_0474" 367 378 421 192 26 68 63 79 90 368 358 276
"STM14_0475" 94 97 122 24 3 10 22 12 9 126 127 122
"STM14_0476" 20595 20385 24403 2219 348 1112 2287 1644 2642 20143 16345 18349
"STM14_0477" 450 501 575 52 7 28 43 35 70 511 508 543
"STM14_0478" 412 376 551 166 30 91 135 113 100 610 536 441
"STM14_0479" 71 63 109 34 2 22 17 11 29 120 78 82
"STM14_0480" 3239 3172 3684 672 155 356 633 481 596 3637 3297 3460
"STM14_0481" 4234 4067 5296 744 146 527 721 473 1082 4327 3761 3957
"STM14_0482" 6121 5814 7168 1907 421 1189 1418 992 1485 6597 6602 6747
"STM14_0483" 3169 2915 3500 930 167 541 634 503 767 3655 3679 3777
"STM14_0484" 73 56 58 13 2 7 8 12 22 75 81 106
"STM14_0485" 48 49 48 14 1 4 7 6 10 46 87 108
"STM14_0486" 256 289 349 37 9 41 45 33 59 297 299 392
"STM14_0487" 112 112 180 17 6 17 18 16 38 144 153 192
"STM14_0489" 1832 4091 1642 1407 313 578 1395 662 1795 2827 4674 7260
"STM14_0490" 152 214 251 26 3 9 23 14 22 108 119 224
"STM14_0491" 2 1 4 1 1 0 0 1 1 3 4 4
"STM14_0492" 1111 1234 1381 352 68 205 364 218 322 1213 1119 1259
"STM14_0493" 1413 1397 1775 539 95 229 463 271 364 1442 1463 1464
"STM14_0494" 98 124 130 271 72 113 197 128 111 118 73 121
"STM14_0495" 625 660 713 756 100 214 461 234 312 720 670 783
"STM14_0496" 121 119 166 155 31 65 72 54 52 121 107 119
"STM14_0497" 72 63 75 45 6 16 23 12 12 59 49 64
"STM14_0498" 18 6 12 7 1 5 6 4 3 10 7 17
"STM14_0499" 643 658 743 60 17 64 62 39 68 415 428 637
"STM14_0500" 3125 3173 3697 620 160 396 415 286 454 2018 2263 2882
"STM14_0501" 1560 1590 1895 294 60 216 206 148 250 1181 1542 1669
"STM14_0502" 624 659 798 105 33 96 92 65 99 521 545 684
"STM14_0503" 1000 908 1148 325 73 167 182 116 214 641 859 1055
"STM14_0504" 46 63 66 18 0 5 17 6 8 41 54 89
"STM14_0505" 22 21 24 3 2 5 3 0 2 14 29 41
"STM14_0506" 60 56 49 8 2 6 13 14 19 52 67 87
"STM14_0507" 16 21 25 5 0 4 3 4 2 29 40 42
"STM14_0508" 104 138 152 26 8 19 27 10 28 109 130 143
"STM14_0509" 0 0 0 0 0 0 0 1 0 0 2 1
"STM14_0510" 12 12 16 2 0 4 4 1 4 15 32 27
"STM14_0511" 13 5 12 0 2 2 3 0 2 14 19 20
"STM14_0512" 399 526 574 46 8 36 54 27 73 396 457 559
"STM14_0513" 486 593 618 62 15 39 77 48 110 503 503 726
"STM14_0514" 1487 1942 2286 197 47 152 212 138 335 1219 1259 1822
"STM14_0515" 357 392 512 50 9 30 55 36 73 362 398 539
"STM14_0517" 301 290 368 112 21 65 75 47 76 365 492 479
"STM14_0518" 539 512 630 250 56 152 159 86 172 742 822 939
"STM14_0519" 9131 9229 10172 3197 692 1804 1814 1011 1958 4856 3911 4153
"STM14_0520" 2480 2573 2719 687 152 490 424 232 497 1332 1114 1204
"STM14_0521" 5752 5984 6305 1734 386 1020 995 500 1111 2955 2517 2714
"STM14_0522" 29520 29481 32205 8601 1764 4843 5114 2935 5708 17073 15316 16263
"STM14_0523" 23273 24173 27290 5903 1364 3627 4214 2517 5017 16252 15758 17333
"STM14_0524" 667 724 774 123 35 83 101 73 95 655 708 681
"STM14_0525" 1506 1494 1636 279 77 193 281 197 290 1532 1599 1549
"STM14_0526" 12 8 12 0 2 3 3 1 7 17 18 19
"STM14_0527" 3461 3721 4630 239 38 242 466 265 841 5693 5622 6192
"STM14_0528" 65 72 93 5 3 7 10 7 15 110 109 88
"STM14_0529" 40885 38227 45571 13070 2672 7870 10276 7266 12354 42351 37607 37994
"STM14_0530" 4576 4851 5385 1050 324 2117 1295 812 1737 4798 4991 5981
"STM14_0531" 350 437 481 113 46 262 159 96 175 390 414 465
"STM14_0532" 13265 13491 16052 2541 629 3824 2820 1641 3535 12492 12146 14857
"STM14_0533" 5986 6120 7148 3179 829 5301 3352 2150 4268 5749 5833 6545
"STM14_0534" 12063 12987 14187 2903 531 1731 1950 1122 3016 8931 8212 9469
"STM14_0535" 1896 2211 2266 635 141 311 413 235 359 2081 1839 2114
"STM14_0536" 2 1 1 1 0 0 1 0 1 6 3 5
"STM14_0537" 22 34 40 9 0 8 6 6 6 37 44 32
"STM14_0538" 201 249 268 19 4 16 11 6 14 146 121 207
"STM14_0539" 384 369 449 63 17 40 55 32 75 269 288 400
"STM14_0540" 163 164 245 13 7 15 24 17 22 223 263 429
"STM14_0541" 91 82 114 27 5 20 17 11 20 109 140 199
"STM14_0542" 85 85 88 48 8 71 81 14 78 119 158 214
"STM14_0543" 310 317 423 97 25 68 84 48 109 322 372 446
"STM14_0544" 499 496 626 133 32 71 115 85 159 559 659 757
"STM14_0545" 210 201 231 49 12 34 41 18 42 194 217 249
"STM14_0546" 7 0 0 0 0 0 2 1 2 3 6 12
"STM14_0547" 25 45 48 8 0 3 2 1 8 32 56 100
"STM14_0548" 580 771 818 80 19 66 81 36 69 616 648 711
"STM14_0549" 10049 13374 14924 303 59 226 459 270 789 5881 5273 9231
"STM14_0550" 136 165 180 28 4 7 19 7 26 145 161 238
"STM14_0552" 352 427 447 90 32 42 75 58 88 319 428 549
"STM14_0553" 31 38 49 8 3 9 13 10 12 49 60 95
"STM14_0554" 97 96 131 22 9 12 17 25 22 93 133 143
"STM14_0555" 1353 1415 1491 221 38 118 244 139 245 1320 1602 2003
"STM14_0556" 853 955 1076 127 46 74 156 110 198 1191 1639 2328
"STM14_0557" 1262 1449 1734 181 46 121 271 125 323 1802 1996 2857
"STM14_0558" 1798 1989 2722 282 72 200 388 215 554 2322 2599 4009
"STM14_0559" 14471 13966 17093 3405 743 2052 3172 1785 3223 10802 8746 8856
"STM14_0560" 8149 8133 9600 1646 456 1069 1652 1084 1794 6778 5936 6330
"STM14_0561" 566 577 779 188 46 113 148 107 186 818 770 865
"STM14_0562" 14 12 21 14 2 5 5 4 10 32 42 41
"STM14_0563" 1630 1620 2140 738 122 269 395 308 456 2110 2212 2565
"STM14_0564" 667 668 809 97 27 81 134 100 161 1093 1168 1268
"STM14_0565" 88 106 145 16 4 11 16 7 16 99 106 116
"STM14_0566" 212 284 305 38 10 45 59 30 57 295 275 296
"STM14_0567" 218 249 257 34 5 22 31 23 63 229 215 233
"STM14_0568" 1416 1339 1522 503 93 305 374 367 441 1201 1049 964
"STM14_0569" 1697 1505 1782 474 125 392 311 257 309 2325 2436 2184
"STM14_0570" 1518 1439 1854 391 132 314 278 193 193 1512 1185 1185
"STM14_0571" 1492 1596 1654 445 103 352 242 145 195 1467 1367 1208
"STM14_0572" 6221 5878 6324 5948 1973 15302 7555 4285 10195 2386 2215 2301
"STM14_0573" 46 35 30 56 20 122 56 28 56 14 17 16
"STM14_0574" 3808 3631 4724 1067 208 897 682 509 807 2656 2286 2272
"STM14_0575" 51 52 83 27 7 17 16 19 20 67 74 65
"STM14_0576" 683 739 930 85 18 44 92 58 88 692 709 770
"STM14_0577" 133 126 145 25 7 18 21 9 22 126 191 186
"STM14_0578" 442 468 571 107 13 23 40 32 42 336 349 375
"STM14_0579" 540 580 632 70 14 53 27 14 42 447 484 493
"STM14_0580" 2 6 7 1 1 0 2 0 1 7 8 11
"STM14_0581" 165 226 263 19 8 14 12 12 10 339 334 368
"STM14_0582" 1332 1504 1670 131 26 88 91 62 132 1071 1334 1575
"STM14_0583" 493 459 576 90 12 55 59 32 76 483 607 641
"STM14_0584" 261 268 315 49 10 33 48 21 47 316 391 404
"STM14_0585" 107 110 108 108 26 107 86 57 93 267 366 357
"STM14_0586" 330 359 470 27 10 24 47 19 36 401 568 553
"STM14_0587" 455 407 554 64 22 33 52 33 96 480 446 632
"STM14_0588" 224 200 248 35 10 29 40 31 46 279 326 358
"STM14_0589" 446 528 618 110 18 73 91 65 110 758 772 837
"STM14_0590" 99 106 129 34 9 21 26 17 38 143 157 227
"STM14_0591" 197 209 228 76 15 153 119 53 114 214 250 286
"STM14_0592" 1819 1822 2219 548 211 1958 989 468 1401 1468 1316 1352
"STM14_0593" 930 959 1187 189 57 222 206 109 198 958 957 967
"STM14_0594" 574 581 703 88 16 120 92 64 120 659 630 670
"STM14_0595" 233 265 324 30 5 23 37 15 35 289 256 290
"STM14_0596" 360 408 490 44 10 46 49 22 44 396 431 407
"STM14_0597" 3 5 5 0 0 2 0 0 0 4 8 11
"STM14_0598" 102 116 128 17 7 27 15 14 24 136 161 193
"STM14_0599" 1 3 2 1 0 1 0 0 0 3 7 7
"STM14_0600" 168 159 248 37 9 46 32 14 42 237 293 269
"STM14_0601" 97 111 140 11 5 36 15 8 24 151 132 163
"STM14_0602" 86 82 108 20 3 37 29 10 19 107 141 126
"STM14_0603" 508 485 632 123 38 90 103 70 102 540 571 642
"STM14_0604" 60 56 81 15 2 10 10 8 15 103 96 109
"STM14_0605" 125 117 154 13 3 10 21 11 42 134 142 134
"STM14_0606" 898 863 1120 118 23 91 141 87 198 937 970 1166
"STM14_0607" 69 83 91 13 4 10 8 8 11 80 72 78
"STM14_0608" 35 29 40 9 1 4 10 2 12 43 39 60
"STM14_0609" 43 40 49 11 2 5 3 2 3 58 55 60
"STM14_0610" 22 9 15 3 0 1 3 0 6 30 53 41
"STM14_0611" 0 0 2 0 0 0 0 0 0 3 4 3
"STM14_0612" 11 13 10 0 2 0 5 1 0 17 24 27
"STM14_0613" 65 71 76 4 2 3 11 6 12 98 101 112
"STM14_0614" 17 21 34 7 3 2 3 4 7 43 64 77
"STM14_0615" 16 24 27 3 1 3 3 1 6 37 42 50
"STM14_0616" 489 594 670 73 18 50 80 48 107 471 476 603
"STM14_0617" 67 78 84 12 3 4 10 2 14 80 86 69
"STM14_0618" 42 29 27 9 2 5 10 8 16 38 48 74
"STM14_0619" 17 33 9 1 0 1 1 0 2 32 44 28
"STM14_0620" 8 14 8 3 0 2 0 0 3 19 18 16
"STM14_0621" 3 4 7 2 0 0 0 0 0 9 9 13
"STM14_0622" 22 13 22 3 0 2 5 2 2 29 34 37
"STM14_0623" 301 343 333 140 25 72 47 43 52 208 240 246
"STM14_0624" 114 121 128 55 9 18 28 19 24 76 74 69
"STM14_0625" 595 584 702 159 36 92 113 98 142 403 399 474
"STM14_0626" 10019 10389 12437 1558 398 1098 1876 1216 2187 8988 8982 10357
"STM14_0627" 2177 2152 2524 611 115 471 394 256 369 2899 3020 3051
"STM14_0628" 103 94 103 36 9 20 19 9 22 96 132 119
"STM14_0629" 45 48 47 10 2 6 9 4 14 37 55 77
"STM14_0630" 62 51 54 22 4 17 10 2 7 56 97 113
"STM14_0631" 200 186 234 69 8 35 33 37 50 170 179 139
"STM14_0632" 1031 959 1237 303 47 151 208 143 216 927 846 966
"STM14_0633" 2 5 5 0 0 1 1 0 0 9 7 11
"STM14_0634" 0 0 0 0 0 0 0 0 0 0 6 3
"STM14_0635" 53 58 62 4 2 12 12 5 20 66 66 81
"STM14_0636" 20 18 9 3 0 1 5 0 4 23 37 39
"STM14_0637" 2 4 2 2 0 3 0 0 0 5 9 16
"STM14_0638" 40 39 40 3 2 4 2 8 6 39 57 67
"STM14_0639" 14 24 24 4 0 5 6 1 3 34 26 29
"STM14_0640" 15 26 22 7 0 3 3 1 6 40 30 50
"STM14_0641" 23 21 38 11 1 0 6 3 1 31 50 56
"STM14_0642" 18 13 30 9 0 2 5 1 6 62 86 113
"STM14_0643" 2 1 1 0 0 0 1 1 2 15 35 46
"STM14_0644" 15 25 30 2 0 3 3 1 11 49 90 85
"STM14_0645" 2 2 4 0 0 0 0 0 2 8 10 15
"STM14_0647" 21 26 19 4 0 2 7 3 8 29 60 63
"STM14_0648" 26 27 18 3 0 5 3 8 4 185 279 308
"STM14_0649" 2 6 3 2 1 0 0 0 2 15 36 42
"STM14_0650" 97 125 113 55 11 16 15 9 19 108 189 191
"STM14_0651" 83 87 109 42 6 7 6 6 5 82 89 115
"STM14_0652" 59 70 66 22 4 8 6 1 5 50 94 111
"STM14_0654" 6 11 5 3 2 2 4 2 8 60 90 118
"STM14_0655" 43 45 45 11 3 8 11 7 10 69 72 89
"STM14_0657" 125 110 132 32 10 18 36 18 32 175 210 233
"STM14_0658" 34 40 59 4 1 4 11 10 10 123 185 175
"STM14_0659" 4 5 5 0 0 0 0 0 0 6 4 4
"STM14_0660" 1 1 1 0 1 0 0 0 0 4 9 17
"STM14_0661" 28 31 36 6 0 3 6 6 6 61 91 84
"STM14_0662" 810 909 1009 164 32 132 140 100 166 1324 1415 1648
"STM14_0663" 346 372 435 172 34 85 78 47 80 269 307 369
"STM14_0664" 986 998 1111 359 102 225 252 181 317 966 1070 1255
"STM14_0665" 5 11 17 2 0 3 2 2 1 19 19 20
"STM14_0666" 223 252 324 20 8 18 15 10 21 291 272 364
"STM14_0667" 290 307 398 47 9 59 52 31 64 324 360 381
"STM14_0668" 53 41 63 8 2 6 5 3 2 60 57 85
"STM14_0669" 20 28 21 2 1 2 3 1 0 23 38 27
"STM14_0670" 13 21 20 1 0 2 1 2 6 18 32 25
"STM14_0671" 15 7 11 1 0 0 2 2 2 24 27 38
"STM14_0672" 7 2 5 0 0 0 0 0 2 10 25 25
"STM14_0673" 4 9 11 0 0 1 0 0 2 17 29 30
"STM14_0674" 3534 3615 4161 642 177 483 667 463 852 2985 2974 3141
"STM14_0675" 351 276 413 76 21 65 84 52 96 398 497 636
"STM14_0676" 483 412 594 113 34 103 118 82 163 617 702 803
"STM14_0677" 76 87 95 14 6 27 21 24 28 144 113 153
"STM14_0678" 560 542 761 66 23 61 171 134 192 888 806 856
"STM14_0679" 242 239 281 31 8 16 63 30 72 319 308 370
"STM14_0680" 421 502 617 18 3 22 41 18 33 428 478 655
"STM14_0681" 72 67 99 10 2 3 2 3 13 111 130 165
"STM14_0682" 531 296 874 10 3 12 9 7 15 533 380 568
"STM14_0683" 0 1 0 0 0 0 0 0 0 0 2 0
"STM14_0684" 146 115 250 3 1 1 2 1 10 176 135 215
"STM14_0685" 18 11 34 0 0 0 0 1 1 9 10 18
"STM14_0686" 283 178 438 5 5 8 6 6 5 334 226 278
"STM14_0687" 392 422 471 117 28 88 93 39 96 548 505 532
"STM14_0688" 160 176 224 20 8 19 7 7 16 151 151 169
"STM14_0689" 61 63 77 2 2 8 2 2 7 62 45 67
"STM14_0690" 72 60 92 8 2 4 3 1 0 58 44 47
"STM14_0691" 97 108 149 12 3 13 1 1 1 82 71 86
"STM14_0692" 197 183 254 12 10 19 6 9 6 174 140 201
"STM14_0693" 185 119 245 6 0 2 2 0 4 159 142 275
"STM14_0694" 174 127 278 2 2 7 5 5 5 157 137 176
"STM14_0695" 147 118 260 5 3 5 7 1 5 121 82 127
"STM14_0696" 78 53 127 2 0 5 4 3 3 73 63 57
"STM14_0697" 55 45 89 1 0 3 2 2 1 35 33 34
"STM14_0698" 11 9 22 1 0 0 2 0 0 7 8 3
"STM14_0699" 2480 2383 3755 71 29 126 125 46 122 2173 2040 2144
"STM14_0700" 240 261 340 15 4 10 17 6 14 185 180 276
"STM14_0701" 163 181 247 11 3 19 11 9 19 144 181 208
"STM14_0702" 179 167 222 25 3 18 38 14 27 166 171 196
"STM14_0703" 480 505 670 45 11 35 62 44 63 542 436 472
"STM14_0704" 487 478 641 64 8 30 68 43 71 516 538 567
"STM14_0705" 435 399 541 65 19 43 80 34 74 473 557 627
"STM14_0706" 306 342 424 48 10 49 28 15 31 271 299 399
"STM14_0707" 13509 14432 15855 2156 539 1404 2068 1189 2271 10253 9811 12018
"STM14_0708" 1137 1170 1438 240 59 172 223 140 244 1049 1120 1325
"STM14_0709" 1 4 5 1 0 1 2 1 2 10 16 11
"STM14_0710" 45 64 52 9 1 3 6 1 4 60 82 94
"STM14_0711" 27 19 26 3 0 1 3 0 1 23 31 25
"STM14_0712" 159 162 205 25 7 20 32 23 42 169 273 301
"STM14_0713" 2691 2900 3581 453 109 495 651 376 1007 4072 4508 5621
"STM14_0714" 1 1 0 0 0 0 0 0 0 0 1 2
"STM14_0715" 2 1 2 0 0 0 0 0 0 5 1 1
"STM14_0716" 336 536 526 14 2 15 7 4 14 201 171 303
"STM14_0717" 449 492 503 112 15 57 73 34 72 338 358 412
"STM14_0718" 1170 1157 1544 307 89 187 308 241 391 1126 1284 1737
"STM14_0719" 46 51 73 7 2 4 7 2 10 65 108 143
"STM14_0720" 18 15 31 4 0 7 4 1 4 31 27 23
"STM14_0721" 6 4 5 0 0 0 0 0 0 2 4 4
"STM14_0722" 9 7 11 2 0 0 2 0 1 13 8 25
"STM14_0723" 15 13 11 3 0 0 1 2 3 4 14 19
"STM14_0724" 1 2 3 0 0 0 0 0 0 0 0 4
"STM14_0725" 2 5 8 2 0 0 1 3 0 19 24 21
"STM14_0726" 0 0 1 0 0 0 0 0 0 6 3 1
"STM14_0727" 72 92 113 18 5 15 16 13 25 142 153 181
"STM14_0728" 132 133 125 23 1 13 21 12 7 123 126 127
"STM14_0729" 28 50 35 11 2 3 5 2 5 59 76 91
"STM14_0730" 1 0 0 0 0 0 0 0 0 4 5 6
"STM14_0731" 565 585 688 278 51 83 199 127 221 554 538 760
"STM14_0732" 24234 25331 27717 11648 3232 10788 8442 4802 8584 18326 16327 17021
"STM14_0733" 53 43 65 9 0 2 18 6 10 72 64 93
"STM14_0734" 27 44 43 0 0 2 2 0 6 30 53 72
"STM14_0735" 3 0 0 0 0 0 0 1 0 0 0 1
"STM14_0736" 212 223 317 44 8 26 45 30 54 143 121 155
"STM14_0737" 1277 1358 1486 297 74 275 246 158 252 1806 2044 2096
"STM14_0738" 38 62 70 14 1 10 10 2 10 57 67 84
"STM14_0739" 509 532 632 127 25 60 64 52 68 572 676 910
"STM14_0740" 28 24 36 18 4 8 9 7 5 51 62 64
"STM14_0741" 1235 1220 1502 398 63 236 270 164 338 1267 1280 1379
"STM14_0742" 11 10 25 14 4 14 18 5 14 14 17 30
"STM14_0743" 60 62 74 47 13 24 28 13 13 60 45 70
"STM14_0744" 2413 2626 2837 1104 244 513 612 486 701 1674 1648 1727
"STM14_0745" 57 65 65 15 2 11 6 7 10 46 27 41
"STM14_0746" 672 821 864 179 40 88 87 48 104 522 487 589
"STM14_0747" 274 309 347 72 13 57 51 32 48 235 209 233
"STM14_0748" 817 918 1030 244 52 152 177 130 176 785 992 1072
"STM14_0749" 878 791 1064 244 47 157 153 106 174 914 1032 1110
"STM14_0750" 724 739 954 172 35 144 132 86 160 828 944 1133
"STM14_0751" 191 211 251 24 2 13 29 18 35 179 221 256
"STM14_0752" 269 285 321 47 21 36 41 32 62 231 235 267
"STM14_0753" 268 238 355 85 12 57 51 32 47 241 240 260
"STM14_0754" 1189 1259 1435 353 64 211 243 146 204 1017 900 951
"STM14_0755" 2116 2245 2911 772 146 385 533 355 573 2464 2202 2303
"STM14_0756" 8498 8372 10028 2789 566 1700 1854 1283 1630 8334 7597 8009
"STM14_0757" 3 8 12 0 1 0 3 0 1 11 12 21
"STM14_0758" 31 28 32 3 1 2 7 4 9 56 63 81
"STM14_0759" 38 22 18 4 3 7 9 3 3 68 69 101
"STM14_0760" 724 789 822 194 42 113 209 133 275 860 862 1034
"STM14_0761" 1257 1541 1703 134 35 124 174 114 283 1018 958 1270
"STM14_0762" 320 396 502 51 16 48 65 35 72 391 465 607
"STM14_0763" 28 29 42 5 1 3 12 3 10 71 112 156
"STM14_0764" 39 56 41 5 1 5 9 7 3 67 124 131
"STM14_0765" 10 16 14 1 0 2 6 6 2 14 28 39
"STM14_0766" 18 42 35 11 3 7 8 2 20 40 63 87
"STM14_0767" 66 76 78 23 8 20 26 14 19 76 175 135
"STM14_0768" 194 327 295 101 22 67 84 30 50 232 359 437
"STM14_0769" 208 327 274 72 21 70 73 38 74 254 336 417
"STM14_0770" 1182 1158 1732 66 30 130 222 69 201 1213 1136 1312
"STM14_0771" 700 612 1056 24 20 49 100 46 78 703 715 830
"STM14_0772" 1085 949 1544 49 21 73 156 58 159 1098 1212 1482
"STM14_0773" 7576 6982 11610 210 117 456 1004 396 1169 10567 11913 13620
"STM14_0774" 30 20 48 5 1 8 5 5 8 57 42 45
"STM14_0775" 853 840 1101 264 68 323 223 150 290 568 632 762
"STM14_0776" 1631 1546 1959 453 117 571 410 239 433 1146 1096 1510
"STM14_0777" 82 109 119 32 9 37 47 33 42 90 86 122
"STM14_0778" 740 707 970 226 83 481 310 200 333 755 718 876
"STM14_0779" 2031 2116 2744 567 227 1134 785 454 873 2017 2093 2534
"STM14_0780" 21 12 28 4 2 5 7 2 8 18 19 25
"STM14_0781" 3521 3866 4251 1066 217 730 848 585 715 2935 2475 2841
"STM14_0782" 519 497 674 93 24 123 64 57 132 699 730 756
"STM14_0783" 67 74 106 20 6 13 16 8 17 131 120 153
"STM14_0791" 0 2 0 2 0 0 0 0 0 0 2 2
"STM14_0792" 1666 1487 1977 213 65 153 262 145 261 1401 1643 1805
"STM14_0793" 1649 1506 2029 408 92 258 374 239 438 1941 1981 2125
"STM14_0794" 1632 1588 1911 373 83 229 312 212 365 2085 2176 2265
"STM14_0795" 2309 2447 3056 385 92 327 450 224 507 2483 2562 2819
"STM14_0796" 2629 2876 3549 448 110 372 507 279 591 2599 2790 3149
"STM14_0797" 16 25 27 8 0 6 2 4 12 53 50 32
"STM14_0798" 1662 1885 2033 319 83 373 350 207 323 2194 2335 2244
"STM14_0799" 6229 5929 7244 2128 469 1498 1490 1099 1676 6338 5811 5865
"STM14_0800" 7 6 3 1 1 2 3 2 2 4 8 8
"STM14_0801" 2 1 2 1 0 0 2 0 2 1 4 2
"STM14_0802" 143 171 186 39 15 36 33 15 47 245 401 397
"STM14_0803" 93 99 83 21 5 16 10 5 12 105 134 143
"STM14_0804" 112 102 147 16 6 13 17 19 15 149 219 237
